id	btype	title	author	year	journal	volume	number	pages	booktitle	publisher	school	doi	url
DBLP:conf/cikm/ArabzadehSC22	inproceedings	Unsupervised Question Clarity Prediction Through Retrieved Item Coherency	Negar Arabzadeh and Mahsa Seifikar and Charles Clarke	2022					International Conference on Information and Knowledge Management (CIKM)			10.1145/3511808.3557719	https://doi.org/10.1145/3511808.3557719
DBLP:conf/cikm/ShehataAC22	inproceedings	Early Stage Sparse Retrieval With Entity Linking	Dahlia Shehata and Negar Arabzadeh and Charles Clarke	2022					International Conference on Information and Knowledge Management (CIKM)			10.1145/3511808.3557588	https://doi.org/10.1145/3511808.3557588
DBLP:journals/corr/abs-2210-04885	article	What the DAAM: Interpreting Stable Diffusion Using Cross Attention	Raphael Tang and Akshat Pandey and Zhiying Jiang and Gefei Yang and Karun Kumar and Jimmy Lin and Ferhan Ture	2022	ArXiv	abs/2210.04885						10.48550/arXiv.2210.04885	https://doi.org/10.48550/arXiv.2210.04885
DBLP:journals/corr/abs-2210-05481	article	Better Than Whitespace: Information Retrieval for Languages Without Custom Tokenizers	Odunayo Ogundepo and Xinyu Zhang and Jimmy Lin	2022	ArXiv	abs/2210.05481						10.48550/arXiv.2210.05481	https://doi.org/10.48550/arXiv.2210.05481
DBLP:journals/corr/abs-2210-07093	article	Query Expansion Using Contextual Clue Sampling With Language Models	Linqing Liu and Minghan Li and Jimmy Lin and Sebastian Riedel and Pontus Stenetorp	2022	ArXiv	abs/2210.07093						10.48550/arXiv.2210.07093	https://doi.org/10.48550/arXiv.2210.07093
DBLP:journals/corr/abs-2210-08729	article	VoxelCache: Accelerating Online Mapping in Robotics and 3D Reconstruction Tasks	Sankeerth Durvasula and Raymond Kiguru and Samarth Mathur and Jenny Xu and Jimmy Lin and Nandita Vijaykumar	2022	ArXiv	abs/2210.08729						10.48550/arXiv.2210.08729	https://doi.org/10.48550/arXiv.2210.08729
DBLP:journals/corr/abs-2210-09984	article	Making a MIRACL: Multilingual Information Retrieval Across a Continuum Of Languages	Xinyu Zhang and Nandan Thakur and Odunayo Ogundepo and Ehsan Kamalloo and David Alfonso-Hermelo and Xiaoguang Li and Qun Liu and Mehdi Rezagholizadeh and Jimmy Lin	2022	ArXiv	abs/2210.09984						10.48550/arXiv.2210.09984	https://doi.org/10.48550/arXiv.2210.09984
DBLP:journals/corr/abs-2210-13693	article	XRICL: Cross-Lingual Retrieval-Augmented in-Context Learning For Cross-Lingual Text-to-SQL Semantic Parsing	Peng Shi and Rui Zhang and He Bai and Jimmy Lin	2022	ArXiv	abs/2210.13693						10.48550/arXiv.2210.13693	https://doi.org/10.48550/arXiv.2210.13693
